VendaItemID;PedidoID;Data;ClienteID;ProdutoID;LojaID;VendedorID;CanalVenda;FormaPagamento;Quantidade;PrecoUnitario;CustoUnitario;PercentualDesconto;ValorBruto;ValorDesconto;ValorLiquido;CustoTotal
9338;15638;2024-07-30;541;11;9;12;Marketplace;Cartao Credito;2;351,60;160,00;0,05;703,20;35,16;668,04;320,00
9339;15639;2024-12-12;572;25;3;1;E-commerce;Pix;1;307,07;133,00;0,15;307,07;46,06;261,01;133,00
9340;15640;2024-04-10;26;61;12;40;Loja Fisica;Cartao Credito;2;276,33;194,00;0,15;552,66;82,90;469,76;388,00
9341;15641;2024-07-31;364;53;5;5;E-commerce;Cartao Debito;1;569,38;241,00;0,08;569,38;45,55;523,83;241,00
9342;15641;2024-07-31;364;32;5;5;E-commerce;Cartao Debito;1;532,43;285,00;0,08;532,43;42,59;489,84;285,00
9343;15642;2024-04-27;380;15;1;3;Loja Fisica;Cartao Credito;1;98,13;48,00;0,08;98,13;7,85;90,28;48,00
9344;15643;2025-02-23;702;16;7;8;Marketplace;Cartao Credito;1;146,13;65,00;0;146,13;0,00;146,13;65,00
9345;15643;2025-02-23;702;35;7;8;Marketplace;Cartao Credito;1;434,65;220,00;0,10;434,65;43,47;391,18;220,00
9346;15644;2024-01-30;787;55;11;31;Marketplace;Cartao Credito;2;390,96;216,00;0;781,92;0,00;781,92;432,00
9347;15645;2024-02-10;322;63;6;16;Loja Fisica;Pix;1;448,17;301,00;0;448,17;0,00;448,17;301,00
9348;15645;2024-02-10;322;53;6;16;Loja Fisica;Cartao Credito;1;569,38;241,00;0;569,38;0,00;569,38;241,00
9349;15646;2025-03-08;416;62;3;2;Loja Fisica;Cartao Credito;2;342,76;167,00;0;685,52;0,00;685,52;334,00
9350;15646;2025-03-08;416;52;3;2;Loja Fisica;Pix;1;466,16;306,00;0,05;466,16;23,31;442,85;306,00
9351;15647;2025-12-05;726;40;1;3;Loja Fisica;Pix;1;347,83;257,00;0,08;347,83;27,83;320,00;257,00
9352;15648;2025-11-19;224;4;12;6;Loja Fisica;Cartao Credito;3;486,34;312,00;0,05;1459,02;72,95;1386,07;936,00
9353;15649;2024-03-02;569;11;4;41;Marketplace;Pix;1;351,60;160,00;0,05;351,60;17,58;334,02;160,00
9354;15650;2025-09-27;199;56;8;9;E-commerce;Cartao Debito;1;378,13;256,00;0,15;378,13;56,72;321,41;256,00
9355;15650;2025-09-27;199;11;8;9;E-commerce;Cartao Credito;1;351,60;160,00;0,10;351,60;35,16;316,44;160,00
9356;15650;2025-09-27;199;46;8;9;E-commerce;Cartao Credito;2;353,98;190,00;0;707,96;0,00;707,96;380,00
9357;15651;2025-05-26;24;37;4;28;E-commerce;Cartao Credito;1;61,93;30,00;0;61,93;0,00;61,93;30,00
9358;15652;2024-05-17;784;57;8;43;Loja Fisica;Cartao Debito;2;97,18;57,00;0,05;194,36;9,72;184,64;114,00
9359;15652;2024-05-17;784;11;8;43;Loja Fisica;Pix;2;351,60;160,00;0;703,20;0,00;703,20;320,00
9360;15653;2024-09-05;116;45;7;13;E-commerce;Pix;1;685,07;296,00;0,15;685,07;102,76;582,31;296,00
9361;15653;2024-09-05;116;25;7;13;E-commerce;Cartao Credito;1;307,07;133,00;0,15;307,07;46,06;261,01;133,00
9362;15653;2024-09-05;116;1;7;13;E-commerce;Cartao Credito;2;438,15;304,00;0,08;876,30;70,10;806,20;608,00
9363;15653;2024-09-05;116;22;7;13;E-commerce;Cartao Credito;2;489,98;310,00;0;979,96;0,00;979,96;620,00
9364;15654;2024-03-25;734;1;7;35;Loja Fisica;Cartao Debito;1;438,15;304,00;0,08;438,15;35,05;403,10;304,00
9365;15655;2024-12-17;775;58;6;44;Loja Fisica;Pix;3;490,22;308,00;0,15;1470,66;220,60;1250,06;924,00
9366;15655;2024-12-17;775;6;6;44;Loja Fisica;Cartao Credito;1;367,38;167,00;0,15;367,38;55,11;312,27;167,00
9367;15655;2024-12-17;775;62;6;44;Loja Fisica;Pix;2;342,76;167,00;0,15;685,52;102,83;582,69;334,00
9368;15655;2024-12-17;775;71;6;44;Loja Fisica;Cartao Credito;1;193,81;118,00;0,15;193,81;29,07;164,74;118,00
9369;15656;2025-04-24;177;23;12;6;Marketplace;Cartao Debito;1;84,30;53,00;0,05;84,30;4,21;80,08;53,00
9370;15657;2025-10-04;636;8;7;8;Loja Fisica;Cartao Credito;2;252,71;167,00;0,08;505,42;40,43;464,99;334,00
9371;15657;2025-10-04;636;10;7;8;Loja Fisica;Cartao Credito;2;465,89;208,00;0,05;931,78;46,59;885,19;416,00
9372;15658;2024-02-25;65;46;12;25;Loja Fisica;Cartao Credito;1;353,98;190,00;0,15;353,98;53,10;300,88;190,00
9373;15658;2024-02-25;65;20;12;25;Loja Fisica;Boleto;1;214,01;112,00;0,05;214,01;10,70;203,31;112,00
9374;15658;2024-02-25;65;37;12;25;Loja Fisica;Cartao Debito;1;61,93;30,00;0,10;61,93;6,19;55,74;30,00
9375;15659;2025-02-22;519;6;10;29;Loja Fisica;Cartao Credito;1;367,38;167,00;0;367,38;0,00;367,38;167,00
9376;15660;2025-04-23;676;35;12;38;Loja Fisica;Cartao Credito;1;434,65;220,00;0,15;434,65;65,20;369,45;220,00
9377;15661;2024-11-20;24;8;8;9;Loja Fisica;Boleto;2;252,71;167,00;0,05;505,42;25,27;480,15;334,00
9378;15662;2025-07-03;580;39;10;18;Loja Fisica;Cartao Debito;2;135,97;82,00;0,10;271,94;27,19;244,75;164,00
9379;15663;2025-02-26;718;74;11;31;E-commerce;Cartao Credito;2;75,76;32,00;0;151,52;0,00;151,52;64,00
9380;15664;2024-03-22;791;40;4;10;E-commerce;Cartao Debito;2;347,83;257,00;0,15;695,66;104,35;591,31;514,00
9381;15665;2024-11-18;720;48;5;22;E-commerce;Cartao Credito;2;207,39;147,00;0,08;414,78;33,18;381,60;294,00
9382;15666;2024-11-19;4;36;6;16;Loja Fisica;Pix;1;476,13;295,00;0;476,13;0,00;476,13;295,00
9383;15667;2024-03-30;313;22;6;44;Loja Fisica;Pix;1;489,98;310,00;0,10;489,98;49,00;440,98;310,00
9384;15667;2024-03-30;313;52;6;44;Loja Fisica;Cartao Credito;1;466,16;306,00;0,05;466,16;23,31;442,85;306,00
9385;15667;2024-03-30;313;38;6;44;Loja Fisica;Cartao Credito;1;639,39;299,00;0;639,39;0,00;639,39;299,00
9386;15668;2025-09-11;325;67;10;29;Loja Fisica;Cartao Debito;2;595,86;264,00;0,15;1191,72;178,76;1012,96;528,00
9387;15669;2024-01-09;159;21;1;37;Loja Fisica;Pix;1;198,22;108,00;0,05;198,22;9,91;188,31;108,00
9388;15669;2024-01-09;159;21;1;37;Loja Fisica;Cartao Credito;1;198,22;108,00;0,05;198,22;9,91;188,31;108,00
9389;15670;2025-06-08;639;7;6;16;Loja Fisica;Cartao Debito;1;220,80;106,00;0;220,80;0,00;220,80;106,00
9390;15671;2024-10-16;11;14;2;14;Marketplace;Cartao Credito;2;410,81;210,00;0;821,62;0,00;821,62;420,00
9391;15671;2024-10-16;11;9;2;14;Marketplace;Cartao Debito;1;111,45;77,00;0,05;111,45;5,57;105,88;77,00
9392;15672;2025-07-05;420;54;9;15;Loja Fisica;Cartao Credito;1;266,52;127,00;0,05;266,52;13,33;253,19;127,00
9393;15672;2025-07-05;420;66;9;15;Loja Fisica;Pix;1;421,89;245,00;0;421,89;0,00;421,89;245,00
9394;15673;2024-03-29;173;33;3;1;Marketplace;Pix;1;122,35;81,00;0,15;122,35;18,35;104,00;81,00
9395;15674;2024-11-20;585;39;7;36;Loja Fisica;Cartao Credito;2;135,97;82,00;0;271,94;0,00;271,94;164,00
9396;15674;2024-11-20;585;49;7;36;Loja Fisica;Cartao Credito;2;93,60;65,00;0;187,20;0,00;187,20;130,00
9397;15675;2024-03-18;421;47;1;3;Loja Fisica;Cartao Credito;1;477,26;210,00;0,15;477,26;71,59;405,67;210,00
9398;15675;2024-03-18;421;12;1;3;Loja Fisica;Pix;2;442,84;299,00;0;885,68;0,00;885,68;598,00
9399;15676;2024-04-15;264;55;1;37;Loja Fisica;Cartao Debito;1;390,96;216,00;0,15;390,96;58,64;332,32;216,00
9400;15676;2024-04-15;264;30;1;37;Loja Fisica;Pix;1;559,42;244,00;0,08;559,42;44,75;514,67;244,00
9401;15676;2024-04-15;264;40;1;37;Loja Fisica;Cartao Debito;1;347,83;257,00;0;347,83;0,00;347,83;257,00
9402;15677;2025-10-06;497;64;10;29;Loja Fisica;Cartao Credito;3;590,82;320,00;0;1772,46;0,00;1772,46;960,00
9403;15677;2025-10-06;497;35;10;29;Loja Fisica;Cartao Credito;1;434,65;220,00;0;434,65;0,00;434,65;220,00
9404;15678;2024-06-12;366;14;8;9;Loja Fisica;Pix;1;410,81;210,00;0,08;410,81;32,86;377,95;210,00
9405;15679;2024-01-16;25;37;6;23;E-commerce;Cartao Debito;2;61,93;30,00;0,10;123,86;12,39;111,47;60,00
9406;15679;2024-01-16;25;58;6;23;E-commerce;Pix;1;490,22;308,00;0,15;490,22;73,53;416,69;308,00
9407;15679;2024-01-16;25;26;6;23;E-commerce;Cartao Debito;2;292,63;186,00;0;585,26;0,00;585,26;372,00
9408;15679;2024-01-16;25;31;6;23;E-commerce;Pix;1;331,86;210,00;0,15;331,86;49,78;282,08;210,00
9409;15680;2025-06-07;795;18;2;14;Loja Fisica;Pix;1;187,78;108,00;0;187,78;0,00;187,78;108,00
9410;15681;2024-10-17;331;27;10;18;Marketplace;Cartao Credito;1;517,31;227,00;0;517,31;0,00;517,31;227,00
9411;15682;2025-03-22;398;28;2;21;Loja Fisica;Cartao Credito;1;159,56;98,00;0;159,56;0,00;159,56;98,00
9412;15682;2025-03-22;398;60;2;21;Loja Fisica;Pix;4;201,75;142,00;0,15;807,00;121,05;685,95;568,00
9413;15683;2024-01-07;333;61;3;2;E-commerce;Pix;2;276,33;194,00;0,05;552,66;27,63;525,03;388,00
9414;15683;2024-01-07;333;21;3;2;E-commerce;Cartao Credito;1;198,22;108,00;0,10;198,22;19,82;178,40;108,00
9415;15684;2025-10-20;548;17;8;43;E-commerce;Cartao Credito;1;359,57;219,00;0;359,57;0,00;359,57;219,00
9416;15685;2025-12-07;435;46;9;42;E-commerce;Cartao Credito;1;353,98;190,00;0,10;353,98;35,40;318,58;190,00
9417;15686;2025-12-21;553;42;8;9;Loja Fisica;Cartao Debito;3;178,86;79,00;0;536,58;0,00;536,58;237,00
9418;15686;2025-12-21;553;11;8;9;Loja Fisica;Cartao Debito;1;351,60;160,00;0,10;351,60;35,16;316,44;160,00
9419;15687;2024-04-05;367;19;2;21;Loja Fisica;Cartao Credito;2;335,99;161,00;0;671,98;0,00;671,98;322,00
9420;15688;2025-09-08;422;73;10;29;E-commerce;Cartao Credito;3;105,23;75,00;0,05;315,69;15,78;299,91;225,00
9421;15688;2025-09-08;422;74;10;29;E-commerce;Cartao Debito;2;75,76;32,00;0;151,52;0,00;151,52;64,00
9422;15689;2025-05-30;410;32;2;14;E-commerce;Pix;1;532,43;285,00;0,15;532,43;79,86;452,57;285,00
9423;15690;2025-11-17;298;6;1;37;Marketplace;Cartao Credito;1;367,38;167,00;0;367,38;0,00;367,38;167,00
9424;15690;2025-11-17;298;48;1;37;Marketplace;Pix;1;207,39;147,00;0,15;207,39;31,11;176,28;147,00
9425;15690;2025-11-17;298;9;1;37;Marketplace;Cartao Debito;1;111,45;77,00;0;111,45;0,00;111,45;77,00
9426;15690;2025-11-17;298;65;1;37;Marketplace;Pix;1;361,13;233,00;0;361,13;0,00;361,13;233,00
9427;15691;2024-12-20;15;30;7;35;E-commerce;Cartao Credito;3;559,42;244,00;0;1678,26;0,00;1678,26;732,00
9428;15691;2024-12-20;15;6;7;35;E-commerce;Boleto;1;367,38;167,00;0,15;367,38;55,11;312,27;167,00
9429;15692;2025-08-06;256;48;11;30;E-commerce;Cartao Debito;1;207,39;147,00;0;207,39;0,00;207,39;147,00
9430;15693;2024-09-23;498;17;5;5;Loja Fisica;Cartao Credito;2;359,57;219,00;0,08;719,14;57,53;661,61;438,00
9431;15694;2024-11-16;720;42;11;17;Loja Fisica;Cartao Debito;2;178,86;79,00;0;357,72;0,00;357,72;158,00
9432;15694;2024-11-16;720;50;11;17;Loja Fisica;Pix;1;142,61;60,00;0,05;142,61;7,13;135,48;60,00
9433;15695;2024-09-29;93;72;8;43;Loja Fisica;Cartao Credito;1;114,36;63,00;0,08;114,36;9,15;105,21;63,00
9434;15696;2024-12-15;703;4;2;14;Loja Fisica;Cartao Credito;1;486,34;312,00;0,08;486,34;38,91;447,43;312,00
9435;15697;2025-08-21;652;8;8;9;Loja Fisica;Cartao Debito;1;252,71;167,00;0,15;252,71;37,91;214,80;167,00
9436;15698;2024-06-07;93;23;12;40;E-commerce;Cartao Debito;1;84,30;53,00;0;84,30;0,00;84,30;53,00
9437;15698;2024-06-07;93;30;12;40;E-commerce;Pix;1;559,42;244,00;0;559,42;0,00;559,42;244,00
9438;15699;2025-07-28;269;8;4;10;Loja Fisica;Cartao Credito;4;252,71;167,00;0,05;1010,84;50,54;960,30;668,00
9439;15700;2024-04-06;528;54;4;28;Loja Fisica;Cartao Credito;1;266,52;127,00;0,15;266,52;39,98;226,54;127,00
9440;15700;2024-04-06;528;66;4;28;Loja Fisica;Cartao Credito;1;421,89;245,00;0,15;421,89;63,28;358,61;245,00
9441;15701;2025-09-21;49;70;7;35;Loja Fisica;Cartao Credito;1;544,49;299,00;0;544,49;0,00;544,49;299,00
9442;15701;2025-09-21;49;60;7;35;Loja Fisica;Pix;2;201,75;142,00;0;403,50;0,00;403,50;284,00
9443;15701;2025-09-21;49;65;7;35;Loja Fisica;Pix;1;361,13;233,00;0;361,13;0,00;361,13;233,00
9444;15701;2025-09-21;49;5;7;35;Loja Fisica;Pix;1;377,97;239,00;0,15;377,97;56,70;321,27;239,00
9445;15702;2024-03-20;544;60;9;12;E-commerce;Pix;1;201,75;142,00;0,15;201,75;30,26;171,49;142,00
9446;15702;2024-03-20;544;13;9;12;E-commerce;Cartao Credito;3;125,43;65,00;0;376,29;0,00;376,29;195,00
9447;15703;2024-01-09;646;7;11;33;Loja Fisica;Cartao Debito;1;220,80;106,00;0;220,80;0,00;220,80;106,00
9448;15703;2024-01-09;646;9;11;33;Loja Fisica;Cartao Credito;1;111,45;77,00;0;111,45;0,00;111,45;77,00
9449;15703;2024-01-09;646;58;11;33;Loja Fisica;Cartao Credito;1;490,22;308,00;0;490,22;0,00;490,22;308,00
9450;15704;2025-04-01;701;49;3;27;E-commerce;Boleto;1;93,60;65,00;0;93,60;0,00;93,60;65,00
9451;15704;2025-04-01;701;17;3;27;E-commerce;Pix;1;359,57;219,00;0,08;359,57;28,77;330,80;219,00
9452;15705;2024-11-25;105;33;5;45;Loja Fisica;Cartao Credito;1;122,35;81,00;0,15;122,35;18,35;104,00;81,00
9453;15706;2024-07-16;334;31;3;27;Marketplace;Cartao Credito;1;331,86;210,00;0,10;331,86;33,19;298,67;210,00
9454;15706;2024-07-16;334;70;3;27;Marketplace;Cartao Credito;1;544,49;299,00;0;544,49;0,00;544,49;299,00
9455;15707;2025-09-16;303;56;1;37;Loja Fisica;Cartao Credito;1;378,13;256,00;0,05;378,13;18,91;359,22;256,00
9456;15708;2025-08-01;70;53;6;23;E-commerce;Cartao Credito;2;569,38;241,00;0,10;1138,76;113,88;1024,88;482,00
9457;15709;2024-11-04;88;63;8;9;Loja Fisica;Cartao Credito;1;448,17;301,00;0;448,17;0,00;448,17;301,00
9458;15710;2025-12-21;552;28;8;9;E-commerce;Cartao Credito;1;159,56;98,00;0;159,56;0,00;159,56;98,00
9459;15710;2025-12-21;552;58;8;9;E-commerce;Cartao Credito;2;490,22;308,00;0;980,44;0,00;980,44;616,00
9460;15711;2025-12-24;5;57;3;2;E-commerce;Pix;2;97,18;57,00;0;194,36;0,00;194,36;114,00
9461;15712;2025-11-13;35;71;1;3;Loja Fisica;Boleto;1;193,81;118,00;0,10;193,81;19,38;174,43;118,00
9462;15713;2024-03-10;187;29;8;9;E-commerce;Cartao Credito;2;597,77;312,00;0;1195,54;0,00;1195,54;624,00
9463;15714;2025-03-19;252;42;9;12;Loja Fisica;Cartao Credito;2;178,86;79,00;0,15;357,72;53,66;304,06;158,00
9464;15715;2025-01-30;648;18;1;3;Loja Fisica;Cartao Credito;3;187,78;108,00;0;563,34;0,00;563,34;324,00
9465;15716;2024-12-10;590;64;1;3;Loja Fisica;Boleto;3;590,82;320,00;0;1772,46;0,00;1772,46;960,00
9466;15717;2024-09-10;423;21;11;30;Loja Fisica;Cartao Credito;1;198,22;108,00;0;198,22;0,00;198,22;108,00
9467;15717;2024-09-10;423;25;11;30;Loja Fisica;Cartao Credito;1;307,07;133,00;0;307,07;0,00;307,07;133,00
9468;15718;2025-12-09;158;68;5;5;Marketplace;Cartao Debito;1;106,02;75,00;0;106,02;0,00;106,02;75,00
9469;15718;2025-12-09;158;21;5;5;Marketplace;Cartao Credito;4;198,22;108,00;0;792,88;0,00;792,88;432,00
9470;15719;2024-11-11;752;24;6;23;Loja Fisica;Cartao Credito;1;329,45;186,00;0,15;329,45;49,42;280,03;186,00
9471;15719;2024-11-11;752;21;6;23;Loja Fisica;Cartao Credito;2;198,22;108,00;0;396,44;0,00;396,44;216,00
9472;15719;2024-11-11;752;66;6;23;Loja Fisica;Cartao Debito;4;421,89;245,00;0,15;1687,56;253,13;1434,43;980,00
9473;15720;2024-06-12;606;59;11;17;Loja Fisica;Cartao Debito;1;39,89;28,00;0,08;39,89;3,19;36,70;28,00
9474;15720;2024-06-12;606;59;11;17;Loja Fisica;Cartao Credito;2;39,89;28,00;0,08;79,78;6,38;73,40;56,00
9475;15720;2024-06-12;606;11;11;17;Loja Fisica;Cartao Debito;2;351,60;160,00;0;703,20;0,00;703,20;320,00
9476;15721;2024-11-20;438;25;6;16;E-commerce;Cartao Credito;1;307,07;133,00;0;307,07;0,00;307,07;133,00
9477;15721;2024-11-20;438;57;6;16;E-commerce;Pix;1;97,18;57,00;0,10;97,18;9,72;87,46;57,00
9478;15721;2024-11-20;438;63;6;16;E-commerce;Cartao Credito;2;448,17;301,00;0,10;896,34;89,63;806,71;602,00
9479;15721;2024-11-20;438;63;6;16;E-commerce;Cartao Credito;1;448,17;301,00;0;448,17;0,00;448,17;301,00
9480;15722;2025-05-02;358;13;1;3;Loja Fisica;Cartao Credito;1;125,43;65,00;0;125,43;0,00;125,43;65,00
9481;15723;2025-06-07;788;43;11;30;Loja Fisica;Boleto;2;564,99;284,00;0,05;1129,98;56,50;1073,48;568,00
9482;15723;2025-06-07;788;36;11;30;Loja Fisica;Cartao Debito;3;476,13;295,00;0,15;1428,39;214,26;1214,13;885,00
9483;15724;2025-01-14;152;56;11;31;Loja Fisica;Cartao Credito;1;378,13;256,00;0,15;378,13;56,72;321,41;256,00
9484;15725;2024-11-07;183;58;4;28;E-commerce;Cartao Credito;2;490,22;308,00;0,15;980,44;147,07;833,37;616,00
9485;15725;2024-11-07;183;24;4;28;E-commerce;Cartao Credito;2;329,45;186,00;0;658,90;0,00;658,90;372,00
9486;15725;2024-11-07;183;39;4;28;E-commerce;Cartao Credito;1;135,97;82,00;0;135,97;0,00;135,97;82,00
9487;15725;2024-11-07;183;39;4;28;E-commerce;Boleto;1;135,97;82,00;0,05;135,97;6,80;129,17;82,00
9488;15726;2024-06-22;743;65;8;9;Marketplace;Pix;1;361,13;233,00;0;361,13;0,00;361,13;233,00
9489;15726;2024-06-22;743;32;8;9;Marketplace;Cartao Credito;1;532,43;285,00;0,05;532,43;26,62;505,81;285,00
9490;15727;2024-09-28;722;50;9;15;Loja Fisica;Pix;3;142,61;60,00;0;427,83;0,00;427,83;180,00
9491;15728;2024-12-10;377;37;11;46;Loja Fisica;Boleto;1;61,93;30,00;0,10;61,93;6,19;55,74;30,00
9492;15729;2025-08-14;374;74;7;36;Loja Fisica;Cartao Debito;1;75,76;32,00;0;75,76;0,00;75,76;32,00
9493;15729;2025-08-14;374;1;7;36;Loja Fisica;Pix;1;438,15;304,00;0,15;438,15;65,72;372,43;304,00
9494;15730;2024-04-05;433;51;1;3;Loja Fisica;Cartao Credito;1;132,15;89,00;0,15;132,15;19,82;112,33;89,00
9495;15731;2024-09-27;284;75;12;32;E-commerce;Cartao Credito;1;195,44;110,00;0,15;195,44;29,32;166,12;110,00
9496;15731;2024-09-27;284;43;12;32;E-commerce;Cartao Credito;1;564,99;284,00;0,05;564,99;28,25;536,74;284,00
9497;15731;2024-09-27;284;64;12;32;E-commerce;Cartao Credito;1;590,82;320,00;0;590,82;0,00;590,82;320,00
9498;15732;2024-03-22;748;59;4;28;Loja Fisica;Pix;2;39,89;28,00;0;79,78;0,00;79,78;56,00
9499;15733;2025-05-07;787;10;10;29;E-commerce;Pix;2;465,89;208,00;0;931,78;0,00;931,78;416,00
9500;15733;2025-05-07;787;42;10;29;E-commerce;Pix;2;178,86;79,00;0,08;357,72;28,62;329,10;158,00
9501;15733;2025-05-07;787;6;10;29;E-commerce;Cartao Credito;1;367,38;167,00;0,15;367,38;55,11;312,27;167,00
9502;15733;2025-05-07;787;11;10;29;E-commerce;Cartao Credito;1;351,60;160,00;0,05;351,60;17,58;334,02;160,00
9503;15734;2024-12-15;13;43;11;46;Loja Fisica;Pix;1;564,99;284,00;0,08;564,99;45,20;519,79;284,00
9504;15735;2025-07-29;450;49;10;18;Marketplace;Cartao Credito;2;93,60;65,00;0;187,20;0,00;187,20;130,00
9505;15736;2025-06-18;116;55;10;29;Loja Fisica;Boleto;1;390,96;216,00;0;390,96;0,00;390,96;216,00
9506;15737;2025-07-21;62;74;1;37;Loja Fisica;Cartao Credito;1;75,76;32,00;0,10;75,76;7,58;68,18;32,00
9507;15738;2025-01-20;746;31;8;9;Loja Fisica;Cartao Debito;1;331,86;210,00;0,15;331,86;49,78;282,08;210,00
9508;15739;2025-09-08;517;65;8;9;Loja Fisica;Cartao Credito;2;361,13;233,00;0;722,26;0,00;722,26;466,00
9509;15740;2024-07-09;306;18;11;33;E-commerce;Boleto;1;187,78;108,00;0;187,78;0,00;187,78;108,00
9510;15741;2025-12-07;139;52;12;6;Loja Fisica;Boleto;1;466,16;306,00;0;466,16;0,00;466,16;306,00
9511;15742;2025-05-21;640;24;6;23;E-commerce;Cartao Credito;4;329,45;186,00;0,08;1317,80;105,42;1212,38;744,00
9512;15742;2025-05-21;640;47;6;23;E-commerce;Cartao Credito;1;477,26;210,00;0;477,26;0,00;477,26;210,00
9513;15743;2025-01-14;675;47;1;37;Marketplace;Cartao Credito;1;477,26;210,00;0,08;477,26;38,18;439,08;210,00
9514;15743;2025-01-14;675;21;1;37;Marketplace;Cartao Debito;2;198,22;108,00;0,10;396,44;39,64;356,80;216,00
9515;15744;2025-10-02;681;36;11;31;Loja Fisica;Cartao Credito;1;476,13;295,00;0,15;476,13;71,42;404,71;295,00
9516;15745;2024-06-25;84;47;10;18;E-commerce;Pix;1;477,26;210,00;0;477,26;0,00;477,26;210,00
9517;15746;2025-03-30;558;33;7;35;Loja Fisica;Cartao Credito;2;122,35;81,00;0,05;244,70;12,23;232,46;162,00
9518;15746;2025-03-30;558;36;7;35;Loja Fisica;Cartao Credito;1;476,13;295,00;0;476,13;0,00;476,13;295,00
9519;15747;2025-05-30;630;32;5;19;Loja Fisica;Cartao Credito;2;532,43;285,00;0,10;1064,86;106,49;958,37;570,00
9520;15747;2025-05-30;630;40;5;19;Loja Fisica;Cartao Credito;1;347,83;257,00;0;347,83;0,00;347,83;257,00
9521;15748;2025-12-18;143;4;5;22;E-commerce;Pix;1;486,34;312,00;0,10;486,34;48,63;437,71;312,00
9522;15749;2025-12-26;54;17;2;48;E-commerce;Cartao Credito;1;359,57;219,00;0,10;359,57;35,96;323,61;219,00
9523;15749;2025-12-26;54;14;2;48;E-commerce;Cartao Credito;3;410,81;210,00;0;1232,43;0,00;1232,43;630,00
9524;15750;2025-06-06;421;51;9;42;E-commerce;Cartao Credito;1;132,15;89,00;0,10;132,15;13,22;118,94;89,00
9525;15751;2024-04-17;555;11;10;29;Loja Fisica;Boleto;1;351,60;160,00;0,08;351,60;28,13;323,47;160,00
9526;15752;2024-02-11;734;73;3;27;Loja Fisica;Pix;1;105,23;75,00;0,05;105,23;5,26;99,97;75,00
9527;15753;2024-01-05;47;2;5;11;Loja Fisica;Cartao Credito;2;56,63;41,00;0;113,26;0,00;113,26;82,00
9528;15754;2024-10-05;359;2;10;18;Loja Fisica;Cartao Credito;2;56,63;41,00;0;113,26;0,00;113,26;82,00
9529;15754;2024-10-05;359;15;10;18;Loja Fisica;Pix;2;98,13;48,00;0,10;196,26;19,63;176,63;96,00
9530;15754;2024-10-05;359;28;10;18;Loja Fisica;Pix;1;159,56;98,00;0;159,56;0,00;159,56;98,00
9531;15755;2024-10-17;307;20;10;29;Loja Fisica;Pix;1;214,01;112,00;0,15;214,01;32,10;181,91;112,00
9532;15755;2024-10-17;307;10;10;29;Loja Fisica;Boleto;1;465,89;208,00;0,10;465,89;46,59;419,30;208,00
9533;15756;2025-02-24;683;24;12;25;Loja Fisica;Pix;1;329,45;186,00;0;329,45;0,00;329,45;186,00
9534;15757;2025-06-09;139;59;9;42;E-commerce;Boleto;1;39,89;28,00;0,10;39,89;3,99;35,90;28,00
9535;15758;2025-06-16;311;56;11;33;Loja Fisica;Cartao Credito;3;378,13;256,00;0,05;1134,39;56,72;1077,67;768,00
9536;15759;2024-11-27;709;39;5;7;Loja Fisica;Cartao Debito;1;135,97;82,00;0;135,97;0,00;135,97;82,00
9537;15760;2025-02-26;202;23;9;15;E-commerce;Boleto;1;84,30;53,00;0,10;84,30;8,43;75,87;53,00
9538;15761;2025-11-02;531;7;4;41;Loja Fisica;Cartao Credito;3;220,80;106,00;0;662,40;0,00;662,40;318,00
9539;15762;2024-06-26;230;68;5;22;Loja Fisica;Cartao Credito;1;106,02;75,00;0;106,02;0,00;106,02;75,00
9540;15763;2025-09-16;661;13;1;37;Loja Fisica;Cartao Credito;2;125,43;65,00;0;250,86;0,00;250,86;130,00
9541;15764;2024-07-17;641;42;5;34;Marketplace;Pix;2;178,86;79,00;0;357,72;0,00;357,72;158,00
9542;15765;2025-06-09;213;4;1;3;E-commerce;Cartao Debito;1;486,34;312,00;0,10;486,34;48,63;437,71;312,00
9543;15766;2025-09-11;525;42;7;36;Loja Fisica;Pix;2;178,86;79,00;0;357,72;0,00;357,72;158,00
9544;15766;2025-09-11;525;63;7;36;Loja Fisica;Boleto;3;448,17;301,00;0,08;1344,51;107,56;1236,95;903,00
9545;15767;2024-11-23;218;49;10;18;E-commerce;Cartao Credito;1;93,60;65,00;0,10;93,60;9,36;84,24;65,00
9546;15767;2024-11-23;218;3;10;18;E-commerce;Cartao Credito;1;270,81;144,00;0;270,81;0,00;270,81;144,00
9547;15768;2025-10-03;57;36;10;18;E-commerce;Cartao Credito;1;476,13;295,00;0;476,13;0,00;476,13;295,00
9548;15769;2024-12-25;14;70;11;46;Loja Fisica;Cartao Credito;3;544,49;299,00;0,08;1633,47;130,68;1502,79;897,00
9549;15769;2024-12-25;14;1;11;46;Loja Fisica;Cartao Credito;2;438,15;304,00;0;876,30;0,00;876,30;608,00
9550;15770;2025-09-27;250;12;2;21;Loja Fisica;Pix;2;442,84;299,00;0;885,68;0,00;885,68;598,00
9551;15771;2025-05-10;479;30;3;2;Loja Fisica;Cartao Credito;2;559,42;244,00;0,05;1118,84;55,94;1062,90;488,00
9552;15771;2025-05-10;479;25;3;2;Loja Fisica;Cartao Debito;1;307,07;133,00;0;307,07;0,00;307,07;133,00
9553;15771;2025-05-10;479;49;3;2;Loja Fisica;Cartao Credito;2;93,60;65,00;0,15;187,20;28,08;159,12;130,00
